"SYSTEM", "1", "SYSTEM", "System Start", ""
"Thread-4", "1420", "ReadersWriters.java:79", "Line Step", "file=ReadersWriters.java, line=79"
"Thread-0", "1421", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"Thread-4", "1422", "ReadersWriters.java:79", "Field Read", "context=Writer:5, d"
"Thread-0", "1423", "ReadersWriters.java:134", "Field Read", "context=Database:1, ww"
"Thread-4", "1424", "ReadersWriters.java:79", "Field Read", "context=Writer:5, x"
"Thread-0", "1425", "ReadersWriters.java:134", "Field Write", "context=Database:1, ww=2"
"Thread-4", "1426", "ReadersWriters.java:79", "Method Call", "caller=Writer:5#run:5, target=Database:1#write:8"
"Thread-4", "1427", "ReadersWriters.java:167", "Method Entered", ""
"Thread-4", "1428", "ReadersWriters.java:167", "Variable Write", "context=Database:1#write:8, x=10000"
"Thread-4", "1429", "ReadersWriters.java:168", "Line Step", "file=ReadersWriters.java, line=168"
"Thread-0", "1430", "ReadersWriters.java:135", "Line Step", "file=ReadersWriters.java, line=135"
"Thread-4", "1431", "ReadersWriters.java:168", "Field Read", "context=Database:1, data"
"Thread-0", "1432", "ReadersWriters.java:135", "Field Read", "context=Database:1, s1"
"Thread-4", "1433", "ReadersWriters.java:168", "Field Write", "context=Database:1, data=22121"
"Thread-0", "1434", "ReadersWriters.java:136", "Line Step", "file=ReadersWriters.java, line=136"
"Thread-4", "1435", "ReadersWriters.java:169", "Line Step", "file=ReadersWriters.java, line=169"
"Thread-0", "1436", "ReadersWriters.java:136", "Field Read", "context=Database:1, s2_w"
"Thread-4", "1437", "ReadersWriters.java:169", "Method Exit", "returner=Database:1#write:8, value=<void>"
"Thread-4", "1438", "ReadersWriters.java:79", "Method Returned", ""
"Thread-4", "1439", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-4", "1440", "ReadersWriters.java:80", "Field Read", "context=Writer:5, d"
"Thread-4", "1441", "ReadersWriters.java:80", "Method Call", "caller=Writer:5#run:5, target=Database:1#done_write:8"
"Thread-4", "1442", "ReadersWriters.java:148", "Method Entered", ""
"Thread-4", "1443", "ReadersWriters.java:150", "Line Step", "file=ReadersWriters.java, line=150"
"Thread-4", "1444", "ReadersWriters.java:150", "Field Read", "context=Database:1, s1"
"Thread-4", "1445", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
"Thread-4", "1446", "ReadersWriters.java:151", "Field Write", "context=Database:1, w=0"
"Thread-4", "1447", "ReadersWriters.java:152", "Line Step", "file=ReadersWriters.java, line=152"
"Thread-4", "1448", "ReadersWriters.java:152", "Field Read", "context=Database:1, s1"
"Thread-4", "1449", "ReadersWriters.java:153", "Line Step", "file=ReadersWriters.java, line=153"
"Thread-4", "1450", "ReadersWriters.java:155", "Line Step", "file=ReadersWriters.java, line=155"
"Thread-4", "1451", "ReadersWriters.java:155", "Field Read", "context=Database:1, ww"
"Thread-4", "1452", "ReadersWriters.java:156", "Line Step", "file=ReadersWriters.java, line=156"
"Thread-4", "1453", "ReadersWriters.java:156", "Field Read", "context=Database:1, s2_w"
"Thread-4", "1454", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-2", "1455", "ReadersWriters.java:137", "Line Step", "file=ReadersWriters.java, line=137"
"Thread-4", "1456", "ReadersWriters.java:161", "Line Step", "file=ReadersWriters.java, line=161"
"Thread-2", "1457", "ReadersWriters.java:137", "Field Read", "context=Database:1, s1"
"Thread-4", "1458", "ReadersWriters.java:161", "Method Exit", "returner=Database:1#done_write:8, value=<void>"
"Thread-2", "1459", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-4", "1460", "ReadersWriters.java:80", "Method Returned", ""
"Thread-4", "1461", "ReadersWriters.java:75", "Line Step", "file=ReadersWriters.java, line=75"
"Thread-2", "1462", "ReadersWriters.java:138", "Field Read", "context=Database:1, ww"
"Thread-4", "1463", "ReadersWriters.java:75", "Variable Write", "context=Writer:5#run:5, i=2"
"Thread-4", "1464", "ReadersWriters.java:76", "Line Step", "file=ReadersWriters.java, line=76"
"Thread-2", "1465", "ReadersWriters.java:138", "Field Write", "context=Database:1, ww=1"
"Thread-2", "1466", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-2", "1467", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-2", "1468", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-2", "1469", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-2", "1470", "ReadersWriters.java:142", "Line Step", "file=ReadersWriters.java, line=142"
"Thread-4", "1471", "ReadersWriters.java:78", "Line Step", "file=ReadersWriters.java, line=78"
"Thread-2", "1472", "ReadersWriters.java:142", "Field Write", "context=Database:1, w=1"
"Thread-4", "1473", "ReadersWriters.java:78", "Field Read", "context=Writer:5, d"
"Thread-2", "1474", "ReadersWriters.java:143", "Line Step", "file=ReadersWriters.java, line=143"
"Thread-4", "1475", "ReadersWriters.java:78", "Method Call", "caller=Writer:5#run:5, target=Database:1#request_write:11"
"Thread-4", "1476", "ReadersWriters.java:129", "Method Entered", ""
"Thread-4", "1477", "ReadersWriters.java:131", "Line Step", "file=ReadersWriters.java, line=131"
"Thread-2", "1478", "ReadersWriters.java:143", "Field Read", "context=Database:1, s1"
"Thread-4", "1479", "ReadersWriters.java:131", "Field Read", "context=Database:1, s1"
"Thread-2", "1480", "ReadersWriters.java:144", "Line Step", "file=ReadersWriters.java, line=144"
"Thread-4", "1481", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-2", "1482", "ReadersWriters.java:146", "Line Step", "file=ReadersWriters.java, line=146"
"Thread-4", "1483", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-2", "1484", "ReadersWriters.java:146", "Method Exit", "returner=Database:1#request_write:9, value=<void>"
"Thread-4", "1485", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-2", "1486", "ReadersWriters.java:78", "Method Returned", ""
"Thread-2", "1487", "ReadersWriters.java:79", "Line Step", "file=ReadersWriters.java, line=79"
"Thread-4", "1488", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"Thread-2", "1489", "ReadersWriters.java:79", "Field Read", "context=Writer:3, d"
"Thread-3", "1490", "ReadersWriters.java:78", "Line Step", "file=ReadersWriters.java, line=78"
"Thread-4", "1491", "ReadersWriters.java:134", "Field Read", "context=Database:1, ww"
"Thread-1", "1492", "ReadersWriters.java:78", "Line Step", "file=ReadersWriters.java, line=78"
"Thread-2", "1493", "ReadersWriters.java:79", "Field Read", "context=Writer:3, x"
"Thread-3", "1494", "ReadersWriters.java:78", "Field Read", "context=Writer:4, d"
"Thread-4", "1495", "ReadersWriters.java:134", "Field Write", "context=Database:1, ww=2"
"Thread-1", "1496", "ReadersWriters.java:78", "Field Read", "context=Writer:2, d"
"Thread-2", "1497", "ReadersWriters.java:79", "Method Call", "caller=Writer:3#run:3, target=Database:1#write:9"
"Thread-2", "1498", "ReadersWriters.java:167", "Method Entered", ""
"Thread-2", "1499", "ReadersWriters.java:167", "Variable Write", "context=Database:1#write:9, x=100"
"Thread-2", "1500", "ReadersWriters.java:168", "Line Step", "file=ReadersWriters.java, line=168"
"Thread-3", "1501", "ReadersWriters.java:78", "Method Call", "caller=Writer:4#run:4, target=Database:1#request_write:12"
"Thread-3", "1502", "ReadersWriters.java:129", "Method Entered", ""
"Thread-3", "1503", "ReadersWriters.java:131", "Line Step", "file=ReadersWriters.java, line=131"
"Thread-4", "1504", "ReadersWriters.java:135", "Line Step", "file=ReadersWriters.java, line=135"
"Thread-1", "1505", "ReadersWriters.java:78", "Method Call", "caller=Writer:2#run:2, target=Database:1#request_write:13"
"Thread-1", "1506", "ReadersWriters.java:129", "Method Entered", ""
"Thread-1", "1507", "ReadersWriters.java:131", "Line Step", "file=ReadersWriters.java, line=131"
"Thread-2", "1508", "ReadersWriters.java:168", "Field Read", "context=Database:1, data"
"Thread-3", "1509", "ReadersWriters.java:131", "Field Read", "context=Database:1, s1"
"Thread-4", "1510", "ReadersWriters.java:135", "Field Read", "context=Database:1, s1"
"Thread-1", "1511", "ReadersWriters.java:131", "Field Read", "context=Database:1, s1"
"Thread-2", "1512", "ReadersWriters.java:168", "Field Write", "context=Database:1, data=22221"
"Thread-4", "1513", "ReadersWriters.java:136", "Line Step", "file=ReadersWriters.java, line=136"
"Thread-3", "1514", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-2", "1515", "ReadersWriters.java:169", "Line Step", "file=ReadersWriters.java, line=169"
"Thread-4", "1516", "ReadersWriters.java:136", "Field Read", "context=Database:1, s2_w"
"Thread-3", "1517", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-2", "1518", "ReadersWriters.java:169", "Method Exit", "returner=Database:1#write:9, value=<void>"
"Thread-3", "1519", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-2", "1520", "ReadersWriters.java:79", "Method Returned", ""
"Thread-2", "1521", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-3", "1522", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"Thread-2", "1523", "ReadersWriters.java:80", "Field Read", "context=Writer:3, d"
"Thread-3", "1524", "ReadersWriters.java:134", "Field Read", "context=Database:1, ww"
"Thread-2", "1525", "ReadersWriters.java:80", "Method Call", "caller=Writer:3#run:3, target=Database:1#done_write:9"
"Thread-2", "1526", "ReadersWriters.java:148", "Method Entered", ""
"Thread-2", "1527", "ReadersWriters.java:150", "Line Step", "file=ReadersWriters.java, line=150"
"Thread-3", "1528", "ReadersWriters.java:134", "Field Write", "context=Database:1, ww=3"
"Thread-2", "1529", "ReadersWriters.java:150", "Field Read", "context=Database:1, s1"
"Thread-3", "1530", "ReadersWriters.java:135", "Line Step", "file=ReadersWriters.java, line=135"
"Thread-3", "1531", "ReadersWriters.java:135", "Field Read", "context=Database:1, s1"
"Thread-3", "1532", "ReadersWriters.java:136", "Line Step", "file=ReadersWriters.java, line=136"
"Thread-1", "1533", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-3", "1534", "ReadersWriters.java:136", "Field Read", "context=Database:1, s2_w"
"Thread-1", "1535", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-1", "1536", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-1", "1537", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"Thread-1", "1538", "ReadersWriters.java:134", "Field Read", "context=Database:1, ww"
"Thread-1", "1539", "ReadersWriters.java:134", "Field Write", "context=Database:1, ww=4"
"Thread-1", "1540", "ReadersWriters.java:135", "Line Step", "file=ReadersWriters.java, line=135"
"Thread-1", "1541", "ReadersWriters.java:135", "Field Read", "context=Database:1, s1"
"Thread-1", "1542", "ReadersWriters.java:136", "Line Step", "file=ReadersWriters.java, line=136"
"Thread-2", "1543", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
"Thread-1", "1544", "ReadersWriters.java:136", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1545", "ReadersWriters.java:151", "Field Write", "context=Database:1, w=0"
"Thread-2", "1546", "ReadersWriters.java:152", "Line Step", "file=ReadersWriters.java, line=152"
"Thread-2", "1547", "ReadersWriters.java:152", "Field Read", "context=Database:1, s1"
"Thread-2", "1548", "ReadersWriters.java:153", "Line Step", "file=ReadersWriters.java, line=153"
"Thread-2", "1549", "ReadersWriters.java:155", "Line Step", "file=ReadersWriters.java, line=155"
"Thread-2", "1550", "ReadersWriters.java:155", "Field Read", "context=Database:1, ww"
"Thread-2", "1551", "ReadersWriters.java:156", "Line Step", "file=ReadersWriters.java, line=156"
"Thread-2", "1552", "ReadersWriters.java:156", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1553", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-0", "1554", "ReadersWriters.java:137", "Line Step", "file=ReadersWriters.java, line=137"
"Thread-2", "1555", "ReadersWriters.java:161", "Line Step", "file=ReadersWriters.java, line=161"
"Thread-0", "1556", "ReadersWriters.java:137", "Field Read", "context=Database:1, s1"
"Thread-2", "1557", "ReadersWriters.java:161", "Method Exit", "returner=Database:1#done_write:9, value=<void>"
"Thread-0", "1558", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-2", "1559", "ReadersWriters.java:80", "Method Returned", ""
"Thread-2", "1560", "ReadersWriters.java:75", "Line Step", "file=ReadersWriters.java, line=75"
"Thread-0", "1561", "ReadersWriters.java:138", "Field Read", "context=Database:1, ww"
"Thread-2", "1562", "ReadersWriters.java:75", "Variable Write", "context=Writer:3#run:3, i=2"
"Thread-2", "1563", "ReadersWriters.java:76", "Line Step", "file=ReadersWriters.java, line=76"
"Thread-0", "1564", "ReadersWriters.java:138", "Field Write", "context=Database:1, ww=3"
"Thread-0", "1565", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-0", "1566", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-0", "1567", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-0", "1568", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-0", "1569", "ReadersWriters.java:142", "Line Step", "file=ReadersWriters.java, line=142"
"Thread-0", "1570", "ReadersWriters.java:142", "Field Write", "context=Database:1, w=1"
"Thread-0", "1571", "ReadersWriters.java:143", "Line Step", "file=ReadersWriters.java, line=143"
"Thread-0", "1572", "ReadersWriters.java:143", "Field Read", "context=Database:1, s1"
"Thread-0", "1573", "ReadersWriters.java:144", "Line Step", "file=ReadersWriters.java, line=144"
"Thread-0", "1574", "ReadersWriters.java:146", "Line Step", "file=ReadersWriters.java, line=146"
"Thread-0", "1575", "ReadersWriters.java:146", "Method Exit", "returner=Database:1#request_write:10, value=<void>"
"Thread-0", "1576", "ReadersWriters.java:78", "Method Returned", ""
"Thread-0", "1577", "ReadersWriters.java:79", "Line Step", "file=ReadersWriters.java, line=79"
"Thread-0", "1578", "ReadersWriters.java:79", "Field Read", "context=Writer:1, d"
"Thread-0", "1579", "ReadersWriters.java:79", "Field Read", "context=Writer:1, x"
"Thread-0", "1580", "ReadersWriters.java:79", "Method Call", "caller=Writer:1#run:1, target=Database:1#write:10"
"Thread-0", "1581", "ReadersWriters.java:167", "Method Entered", ""
"Thread-0", "1582", "ReadersWriters.java:167", "Variable Write", "context=Database:1#write:10, x=1"
"Thread-0", "1583", "ReadersWriters.java:168", "Line Step", "file=ReadersWriters.java, line=168"
"Thread-0", "1584", "ReadersWriters.java:168", "Field Read", "context=Database:1, data"
"Thread-0", "1585", "ReadersWriters.java:168", "Field Write", "context=Database:1, data=22222"
"Thread-0", "1586", "ReadersWriters.java:169", "Line Step", "file=ReadersWriters.java, line=169"
"Thread-0", "1587", "ReadersWriters.java:169", "Method Exit", "returner=Database:1#write:10, value=<void>"
"Thread-0", "1588", "ReadersWriters.java:79", "Method Returned", ""
"Thread-0", "1589", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-0", "1590", "ReadersWriters.java:80", "Field Read", "context=Writer:1, d"
"Thread-0", "1591", "ReadersWriters.java:80", "Method Call", "caller=Writer:1#run:1, target=Database:1#done_write:10"
"Thread-0", "1592", "ReadersWriters.java:148", "Method Entered", ""
"Thread-0", "1593", "ReadersWriters.java:150", "Line Step", "file=ReadersWriters.java, line=150"
"Thread-0", "1594", "ReadersWriters.java:150", "Field Read", "context=Database:1, s1"
"Thread-0", "1595", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
"Thread-0", "1596", "ReadersWriters.java:151", "Field Write", "context=Database:1, w=0"
"Thread-0", "1597", "ReadersWriters.java:152", "Line Step", "file=ReadersWriters.java, line=152"
"Thread-0", "1598", "ReadersWriters.java:152", "Field Read", "context=Database:1, s1"
"Thread-0", "1599", "ReadersWriters.java:153", "Line Step", "file=ReadersWriters.java, line=153"
"Thread-0", "1600", "ReadersWriters.java:155", "Line Step", "file=ReadersWriters.java, line=155"
"Thread-0", "1601", "ReadersWriters.java:155", "Field Read", "context=Database:1, ww"
"Thread-0", "1602", "ReadersWriters.java:156", "Line Step", "file=ReadersWriters.java, line=156"
"Thread-0", "1603", "ReadersWriters.java:156", "Field Read", "context=Database:1, s2_w"
"Thread-0", "1604", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-4", "1605", "ReadersWriters.java:137", "Line Step", "file=ReadersWriters.java, line=137"
"Thread-0", "1606", "ReadersWriters.java:161", "Line Step", "file=ReadersWriters.java, line=161"
"Thread-4", "1607", "ReadersWriters.java:137", "Field Read", "context=Database:1, s1"
"Thread-0", "1608", "ReadersWriters.java:161", "Method Exit", "returner=Database:1#done_write:10, value=<void>"
"Thread-4", "1609", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-0", "1610", "ReadersWriters.java:80", "Method Returned", ""
"Thread-0", "1611", "ReadersWriters.java:75", "Line Step", "file=ReadersWriters.java, line=75"
"Thread-4", "1612", "ReadersWriters.java:138", "Field Read", "context=Database:1, ww"
"Thread-0", "1613", "ReadersWriters.java:75", "Variable Write", "context=Writer:1#run:1, i=2"
"Thread-0", "1614", "ReadersWriters.java:76", "Line Step", "file=ReadersWriters.java, line=76"
"Thread-4", "1615", "ReadersWriters.java:138", "Field Write", "context=Database:1, ww=2"
"Thread-4", "1616", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-4", "1617", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-4", "1618", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-4", "1619", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-4", "1620", "ReadersWriters.java:142", "Line Step", "file=ReadersWriters.java, line=142"
"Thread-4", "1621", "ReadersWriters.java:142", "Field Write", "context=Database:1, w=1"
"Thread-4", "1622", "ReadersWriters.java:143", "Line Step", "file=ReadersWriters.java, line=143"
"Thread-4", "1623", "ReadersWriters.java:143", "Field Read", "context=Database:1, s1"
"Thread-4", "1624", "ReadersWriters.java:144", "Line Step", "file=ReadersWriters.java, line=144"
"Thread-4", "1625", "ReadersWriters.java:146", "Line Step", "file=ReadersWriters.java, line=146"
"Thread-4", "1626", "ReadersWriters.java:146", "Method Exit", "returner=Database:1#request_write:11, value=<void>"
"Thread-4", "1627", "ReadersWriters.java:78", "Method Returned", ""
"Thread-4", "1628", "ReadersWriters.java:79", "Line Step", "file=ReadersWriters.java, line=79"
"Thread-4", "1629", "ReadersWriters.java:79", "Field Read", "context=Writer:5, d"
"Thread-4", "1630", "ReadersWriters.java:79", "Field Read", "context=Writer:5, x"
"Thread-4", "1631", "ReadersWriters.java:79", "Method Call", "caller=Writer:5#run:5, target=Database:1#write:11"
"Thread-4", "1632", "ReadersWriters.java:167", "Method Entered", ""
"Thread-4", "1633", "ReadersWriters.java:167", "Variable Write", "context=Database:1#write:11, x=10000"
"Thread-4", "1634", "ReadersWriters.java:168", "Line Step", "file=ReadersWriters.java, line=168"
"Thread-4", "1635", "ReadersWriters.java:168", "Field Read", "context=Database:1, data"
"Thread-4", "1636", "ReadersWriters.java:168", "Field Write", "context=Database:1, data=32222"
"Thread-4", "1637", "ReadersWriters.java:169", "Line Step", "file=ReadersWriters.java, line=169"
"Thread-4", "1638", "ReadersWriters.java:169", "Method Exit", "returner=Database:1#write:11, value=<void>"
"Thread-4", "1639", "ReadersWriters.java:79", "Method Returned", ""
"Thread-4", "1640", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-4", "1641", "ReadersWriters.java:80", "Field Read", "context=Writer:5, d"
"Thread-4", "1642", "ReadersWriters.java:80", "Method Call", "caller=Writer:5#run:5, target=Database:1#done_write:11"
"Thread-4", "1643", "ReadersWriters.java:148", "Method Entered", ""
"Thread-4", "1644", "ReadersWriters.java:150", "Line Step", "file=ReadersWriters.java, line=150"
"Thread-4", "1645", "ReadersWriters.java:150", "Field Read", "context=Database:1, s1"
"Thread-4", "1646", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
"Thread-4", "1647", "ReadersWriters.java:151", "Field Write", "context=Database:1, w=0"
"Thread-4", "1648", "ReadersWriters.java:152", "Line Step", "file=ReadersWriters.java, line=152"
"Thread-4", "1649", "ReadersWriters.java:152", "Field Read", "context=Database:1, s1"
"Thread-4", "1650", "ReadersWriters.java:153", "Line Step", "file=ReadersWriters.java, line=153"
"Thread-4", "1651", "ReadersWriters.java:155", "Line Step", "file=ReadersWriters.java, line=155"
"Thread-4", "1652", "ReadersWriters.java:155", "Field Read", "context=Database:1, ww"
"Thread-4", "1653", "ReadersWriters.java:156", "Line Step", "file=ReadersWriters.java, line=156"
"Thread-2", "1654", "ReadersWriters.java:78", "Line Step", "file=ReadersWriters.java, line=78"
"Thread-4", "1655", "ReadersWriters.java:156", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1656", "ReadersWriters.java:78", "Field Read", "context=Writer:3, d"
"Thread-4", "1657", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-2", "1658", "ReadersWriters.java:78", "Method Call", "caller=Writer:3#run:3, target=Database:1#request_write:14"
"Thread-2", "1659", "ReadersWriters.java:129", "Method Entered", ""
"Thread-2", "1660", "ReadersWriters.java:131", "Line Step", "file=ReadersWriters.java, line=131"
"Thread-3", "1661", "ReadersWriters.java:137", "Line Step", "file=ReadersWriters.java, line=137"
"Thread-4", "1662", "ReadersWriters.java:161", "Line Step", "file=ReadersWriters.java, line=161"
"Thread-2", "1663", "ReadersWriters.java:131", "Field Read", "context=Database:1, s1"
"Thread-3", "1664", "ReadersWriters.java:137", "Field Read", "context=Database:1, s1"
"Thread-4", "1665", "ReadersWriters.java:161", "Method Exit", "returner=Database:1#done_write:11, value=<void>"
"Thread-2", "1666", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-4", "1667", "ReadersWriters.java:80", "Method Returned", ""
"Thread-4", "1668", "ReadersWriters.java:75", "Line Step", "file=ReadersWriters.java, line=75"
"Thread-2", "1669", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-4", "1670", "ReadersWriters.java:75", "Variable Write", "context=Writer:5#run:5, i=3"
"Thread-4", "1671", "ReadersWriters.java:76", "Line Step", "file=ReadersWriters.java, line=76"
"Thread-2", "1672", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-2", "1673", "ReadersWriters.java:142", "Line Step", "file=ReadersWriters.java, line=142"
"Thread-2", "1674", "ReadersWriters.java:142", "Field Write", "context=Database:1, w=1"
"Thread-2", "1675", "ReadersWriters.java:143", "Line Step", "file=ReadersWriters.java, line=143"
"Thread-2", "1676", "ReadersWriters.java:143", "Field Read", "context=Database:1, s1"
"Thread-2", "1677", "ReadersWriters.java:144", "Line Step", "file=ReadersWriters.java, line=144"
"Thread-3", "1678", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
"Thread-2", "1679", "ReadersWriters.java:146", "Line Step", "file=ReadersWriters.java, line=146"
"Thread-3", "1680", "ReadersWriters.java:138", "Field Read", "context=Database:1, ww"
"Thread-2", "1681", "ReadersWriters.java:146", "Method Exit", "returner=Database:1#request_write:14, value=<void>"
"Thread-3", "1682", "ReadersWriters.java:138", "Field Write", "context=Database:1, ww=1"
"Thread-2", "1683", "ReadersWriters.java:78", "Method Returned", ""
"Thread-2", "1684", "ReadersWriters.java:79", "Line Step", "file=ReadersWriters.java, line=79"
"Thread-3", "1685", "ReadersWriters.java:139", "Line Step", "file=ReadersWriters.java, line=139"
"Thread-2", "1686", "ReadersWriters.java:79", "Field Read", "context=Writer:3, d"
"Thread-3", "1687", "ReadersWriters.java:132", "Line Step", "file=ReadersWriters.java, line=132"
"Thread-2", "1688", "ReadersWriters.java:79", "Field Read", "context=Writer:3, x"
"Thread-3", "1689", "ReadersWriters.java:132", "Field Read", "context=Database:1, r"
"Thread-2", "1690", "ReadersWriters.java:79", "Method Call", "caller=Writer:3#run:3, target=Database:1#write:12"
"Thread-2", "1691", "ReadersWriters.java:167", "Method Entered", ""
"Thread-2", "1692", "ReadersWriters.java:167", "Variable Write", "context=Database:1#write:12, x=100"
"Thread-2", "1693", "ReadersWriters.java:168", "Line Step", "file=ReadersWriters.java, line=168"
"Thread-3", "1694", "ReadersWriters.java:132", "Field Read", "context=Database:1, w"
"Thread-2", "1695", "ReadersWriters.java:168", "Field Read", "context=Database:1, data"
"Thread-3", "1696", "ReadersWriters.java:134", "Line Step", "file=ReadersWriters.java, line=134"
"Thread-2", "1697", "ReadersWriters.java:168", "Field Write", "context=Database:1, data=32322"
"Thread-3", "1698", "ReadersWriters.java:134", "Field Read", "context=Database:1, ww"
"Thread-2", "1699", "ReadersWriters.java:169", "Line Step", "file=ReadersWriters.java, line=169"
"Thread-3", "1700", "ReadersWriters.java:134", "Field Write", "context=Database:1, ww=2"
"Thread-2", "1701", "ReadersWriters.java:169", "Method Exit", "returner=Database:1#write:12, value=<void>"
"Thread-3", "1702", "ReadersWriters.java:135", "Line Step", "file=ReadersWriters.java, line=135"
"Thread-2", "1703", "ReadersWriters.java:79", "Method Returned", ""
"Thread-2", "1704", "ReadersWriters.java:80", "Line Step", "file=ReadersWriters.java, line=80"
"Thread-3", "1705", "ReadersWriters.java:135", "Field Read", "context=Database:1, s1"
"Thread-2", "1706", "ReadersWriters.java:80", "Field Read", "context=Writer:3, d"
"Thread-3", "1707", "ReadersWriters.java:136", "Line Step", "file=ReadersWriters.java, line=136"
"Thread-2", "1708", "ReadersWriters.java:80", "Method Call", "caller=Writer:3#run:3, target=Database:1#done_write:12"
"Thread-2", "1709", "ReadersWriters.java:148", "Method Entered", ""
"Thread-2", "1710", "ReadersWriters.java:150", "Line Step", "file=ReadersWriters.java, line=150"
"Thread-3", "1711", "ReadersWriters.java:136", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1712", "ReadersWriters.java:150", "Field Read", "context=Database:1, s1"
"Thread-2", "1713", "ReadersWriters.java:151", "Line Step", "file=ReadersWriters.java, line=151"
"Thread-2", "1714", "ReadersWriters.java:151", "Field Write", "context=Database:1, w=0"
"Thread-2", "1715", "ReadersWriters.java:152", "Line Step", "file=ReadersWriters.java, line=152"
"Thread-2", "1716", "ReadersWriters.java:152", "Field Read", "context=Database:1, s1"
"Thread-2", "1717", "ReadersWriters.java:153", "Line Step", "file=ReadersWriters.java, line=153"
"Thread-2", "1718", "ReadersWriters.java:155", "Line Step", "file=ReadersWriters.java, line=155"
"Thread-2", "1719", "ReadersWriters.java:155", "Field Read", "context=Database:1, ww"
"Thread-2", "1720", "ReadersWriters.java:156", "Line Step", "file=ReadersWriters.java, line=156"
"Thread-2", "1721", "ReadersWriters.java:156", "Field Read", "context=Database:1, s2_w"
"Thread-2", "1722", "ReadersWriters.java:157", "Line Step", "file=ReadersWriters.java, line=157"
"Thread-1", "1723", "ReadersWriters.java:137", "Line Step", "file=ReadersWriters.java, line=137"
"Thread-2", "1724", "ReadersWriters.java:161", "Line Step", "file=ReadersWriters.java, line=161"
"Thread-1", "1725", "ReadersWriters.java:137", "Field Read", "context=Database:1, s1"
"Thread-2", "1726", "ReadersWriters.java:161", "Method Exit", "returner=Database:1#done_write:12, value=<void>"
"Thread-1", "1727", "ReadersWriters.java:138", "Line Step", "file=ReadersWriters.java, line=138"
